Date,Open,High,Low,Close
10/03/2025,"6,722.14","6,750.87","6,705.67","6,715.79"
10/02/2025,"6,731.31","6,731.94","6,693.23","6,715.35"
10/01/2025,"6,664.92","6,718.48","6,656.20","6,711.20"
09/30/2025,"6,656.19","6,691.25","6,641.00","6,688.46"
09/29/2025,"6,661.58","6,677.31","6,644.49","6,661.21"
09/26/2025,"6,615.38","6,648.97","6,604.43","6,643.70"
09/25/2025,"6,608.19","6,619.00","6,569.22","6,604.72"
09/24/2025,"6,669.79","6,672.66","6,621.76","6,637.97"
09/23/2025,"6,692.44","6,699.52","6,645.58","6,656.92"
09/22/2025,"6,654.28","6,698.88","6,648.07","6,693.75"
09/19/2025,"6,647.11","6,671.82","6,630.31","6,664.36"
09/18/2025,"6,626.85","6,656.80","6,611.89","6,631.96"
09/17/2025,"6,604.87","6,624.39","6,551.15","6,600.35"
09/16/2025,"6,624.13","6,626.99","6,600.11","6,606.76"
09/15/2025,"6,603.49","6,619.62","6,602.07","6,615.28"
09/12/2025,"6,590.66","6,600.21","6,579.49","6,584.29"
09/11/2025,"6,554.41","6,592.89","6,545.80","6,587.47"
09/10/2025,"6,550.29","6,555.97","6,516.34","6,532.04"
09/09/2025,"6,503.33","6,518.23","6,483.08","6,512.61"
09/08/2025,"6,498.09","6,508.67","6,483.29","6,495.15"
09/05/2025,"6,529.08","6,532.65","6,443.98","6,481.50"
09/04/2025,"6,456.60","6,502.54","6,445.98","6,502.08"
09/03/2025,"6,445.82","6,453.67","6,416.17","6,448.26"
09/02/2025,"6,401.51","6,416.54","6,360.58","6,415.54"
08/29/2025,"6,489.28","6,491.76","6,444.57","6,460.26"
08/28/2025,"6,483.84","6,508.23","6,466.96","6,501.86"
08/27/2025,"6,462.26","6,487.06","6,457.84","6,481.40"
08/26/2025,"6,435.49","6,468.37","6,429.21","6,465.94"
08/25/2025,"6,457.67","6,466.89","6,438.06","6,439.32"
08/22/2025,"6,384.59","6,478.89","6,384.59","6,466.91"
08/21/2025,"6,380.83","6,393.65","6,352.71","6,370.17"
08/20/2025,"6,406.62","6,408.40","6,343.86","6,395.78"
08/19/2025,"6,446.24","6,456.48","6,400.22","6,411.37"
08/18/2025,"6,445.02","6,455.35","6,437.70","6,449.15"
08/15/2025,"6,477.38","6,481.34","6,441.85","6,449.80"
08/14/2025,"6,453.46","6,473.92","6,441.07","6,468.54"
08/13/2025,"6,462.67","6,480.28","6,445.02","6,466.58"
08/12/2025,"6,395.17","6,446.55","6,385.76","6,445.76"
08/11/2025,"6,389.67","6,407.25","6,364.06","6,373.45"
08/08/2025,"6,355.22","6,395.16","6,355.22","6,389.45"
08/07/2025,"6,374.32","6,389.71","6,310.32","6,340.00"
08/06/2025,"6,309.30","6,352.83","6,301.11","6,345.06"
08/05/2025,"6,336.63","6,346.00","6,289.37","6,299.19"
08/04/2025,"6,271.71","6,330.69","6,271.71","6,329.94"
08/01/2025,"6,287.28","6,287.28","6,212.69","6,238.01"
07/31/2025,"6,427.02","6,427.02","6,327.64","6,339.39"
07/30/2025,"6,381.23","6,396.54","6,336.38","6,362.90"
07/29/2025,"6,405.62","6,409.26","6,363.92","6,370.86"
07/28/2025,"6,397.69","6,401.07","6,375.79","6,389.77"
07/25/2025,"6,370.01","6,395.82","6,368.53","6,388.64"
07/24/2025,"6,368.60","6,381.31","6,360.57","6,363.35"
07/23/2025,"6,326.90","6,360.64","6,317.49","6,358.91"
07/22/2025,"6,306.60","6,316.12","6,281.71","6,309.62"
07/21/2025,"6,304.74","6,336.08","6,303.79","6,305.60"
07/18/2025,"6,312.95","6,315.61","6,285.27","6,296.79"
07/17/2025,"6,263.40","6,304.69","6,262.27","6,297.36"
07/16/2025,"6,254.50","6,268.12","6,201.59","6,263.70"
07/15/2025,"6,295.29","6,302.04","6,241.68","6,243.76"
07/14/2025,"6,255.15","6,273.31","6,239.22","6,268.56"
07/11/2025,"6,255.68","6,269.44","6,237.60","6,259.75"
07/10/2025,"6,266.80","6,290.22","6,251.44","6,280.46"
07/09/2025,"6,243.33","6,269.16","6,231.43","6,263.26"
07/08/2025,"6,234.03","6,242.70","6,217.75","6,225.52"
07/07/2025,"6,259.04","6,262.07","6,201.00","6,229.98"
07/03/2025,"6,246.46","6,284.65","6,246.46","6,279.35"
07/02/2025,"6,193.88","6,227.60","6,188.29","6,227.42"
07/01/2025,"6,187.25","6,210.78","6,177.97","6,198.01"
06/30/2025,"6,193.36","6,215.08","6,174.97","6,204.95"
06/27/2025,"6,150.70","6,187.68","6,132.35","6,173.07"
06/26/2025,"6,112.09","6,146.52","6,107.27","6,141.02"
06/25/2025,"6,104.23","6,108.51","6,080.09","6,092.16"
06/24/2025,"6,061.21","6,101.76","6,059.25","6,092.18"
06/23/2025,"5,969.67","6,028.77","5,943.23","6,025.17"
06/20/2025,"5,999.67","6,018.20","5,952.56","5,967.84"
06/18/2025,"5,987.93","6,018.25","5,971.89","5,980.87"
06/17/2025,"6,012.15","6,023.25","5,974.80","5,982.72"
06/16/2025,"6,004.00","6,050.83","6,004.00","6,033.11"
06/13/2025,"6,000.56","6,026.16","5,963.21","5,976.97"
06/12/2025,"6,009.90","6,045.43","6,003.88","6,045.26"
06/11/2025,"6,049.38","6,059.40","6,002.32","6,022.24"
06/10/2025,"6,009.91","6,043.01","6,000.28","6,038.81"
06/09/2025,"6,004.63","6,021.31","5,994.18","6,005.88"
06/06/2025,"5,987.06","6,016.87","5,978.63","6,000.36"
06/05/2025,"5,985.67","5,999.70","5,921.20","5,939.30"
06/04/2025,"5,978.94","5,990.48","5,966.11","5,970.81"
06/03/2025,"5,938.56","5,981.35","5,929.00","5,970.37"
06/02/2025,"5,896.68","5,937.40","5,861.43","5,935.94"
05/30/2025,"5,903.67","5,922.14","5,843.66","5,911.69"
05/29/2025,"5,939.96","5,943.13","5,873.80","5,912.17"
05/28/2025,"5,925.54","5,939.92","5,881.88","5,888.55"
05/27/2025,"5,854.07","5,924.33","5,854.07","5,921.54"
05/23/2025,"5,781.89","5,829.51","5,767.41","5,802.82"
05/22/2025,"5,841.26","5,878.08","5,825.82","5,842.01"
05/21/2025,"5,910.18","5,938.37","5,830.91","5,844.61"
05/20/2025,"5,944.66","5,953.06","5,909.26","5,940.46"
05/19/2025,"5,902.88","5,968.61","5,895.69","5,963.60"
05/16/2025,"5,929.09","5,958.62","5,907.36","5,958.38"
05/15/2025,"5,869.82","5,924.21","5,865.16","5,916.93"
05/14/2025,"5,896.74","5,906.55","5,872.11","5,892.58"
05/13/2025,"5,854.15","5,906.64","5,845.02","5,886.55"
05/12/2025,"5,807.20","5,845.37","5,786.08","5,844.19"
05/09/2025,"5,679.65","5,691.69","5,644.15","5,659.91"
05/08/2025,"5,663.60","5,720.10","5,635.38","5,663.94"
05/07/2025,"5,614.18","5,654.73","5,578.64","5,631.28"
05/06/2025,"5,605.87","5,649.58","5,586.04","5,606.91"
05/05/2025,"5,655.32","5,683.38","5,634.48","5,650.38"
05/02/2025,"5,645.88","5,700.70","5,642.28","5,686.67"
05/01/2025,"5,625.14","5,658.91","5,597.35","5,604.14"
04/30/2025,"5,499.44","5,581.84","5,433.24","5,569.06"
04/29/2025,"5,508.87","5,571.95","5,505.70","5,560.83"
04/28/2025,"5,529.22","5,553.66","5,468.64","5,528.75"
04/25/2025,"5,489.73","5,528.11","5,455.86","5,525.21"
04/24/2025,"5,381.38","5,489.40","5,371.96","5,484.77"
04/23/2025,"5,395.92","5,469.69","5,356.17","5,375.86"
04/22/2025,"5,207.67","5,309.61","5,207.67","5,287.76"
04/21/2025,"5,232.94","5,232.94","5,101.63","5,158.20"
04/17/2025,"5,305.45","5,328.31","5,255.58","5,282.70"
04/16/2025,"5,335.75","5,367.24","5,220.79","5,275.70"
04/15/2025,"5,411.99","5,450.41","5,386.44","5,396.63"
04/14/2025,"5,441.96","5,459.46","5,358.02","5,405.97"
04/11/2025,"5,255.56","5,381.46","5,220.77","5,363.36"
04/10/2025,"5,353.15","5,353.15","5,115.27","5,268.05"
04/09/2025,"4,965.28","5,481.34","4,948.43","5,456.90"
04/08/2025,"5,193.57","5,267.47","4,910.42","4,982.77"
04/07/2025,"4,953.79","5,246.57","4,835.04","5,062.25"
04/04/2025,"5,292.14","5,292.14","5,069.90","5,074.08"
04/03/2025,"5,492.74","5,499.53","5,390.83","5,396.52"
04/02/2025,"5,580.76","5,695.31","5,571.48","5,670.97"
04/01/2025,"5,597.53","5,650.57","5,558.52","5,633.07"
03/31/2025,"5,527.91","5,627.56","5,488.73","5,611.85"
03/28/2025,"5,679.20","5,685.89","5,572.42","5,580.94"
03/27/2025,"5,695.64","5,732.28","5,670.94","5,693.31"
03/26/2025,"5,771.66","5,783.62","5,694.41","5,712.20"
03/25/2025,"5,775.96","5,786.95","5,760.42","5,776.65"
03/24/2025,"5,718.08","5,775.14","5,718.08","5,767.57"
03/21/2025,"5,630.73","5,670.84","5,603.10","5,667.56"
03/20/2025,"5,646.92","5,711.15","5,632.33","5,662.89"
03/19/2025,"5,632.37","5,715.33","5,622.20","5,675.29"
03/18/2025,"5,654.53","5,654.53","5,597.76","5,614.66"
03/17/2025,"5,635.60","5,703.52","5,631.12","5,675.12"
03/14/2025,"5,563.85","5,645.27","5,563.85","5,638.94"
03/13/2025,"5,594.45","5,597.78","5,504.65","5,521.52"
03/12/2025,"5,624.84","5,642.19","5,546.09","5,599.30"
03/11/2025,"5,603.65","5,636.30","5,528.41","5,572.07"
03/10/2025,"5,705.37","5,705.37","5,564.02","5,614.56"
03/07/2025,"5,726.01","5,783.01","5,666.29","5,770.20"
03/06/2025,"5,785.87","5,812.08","5,711.64","5,738.52"
03/05/2025,"5,781.36","5,860.59","5,742.35","5,842.63"
03/04/2025,"5,811.98","5,865.08","5,732.59","5,778.15"
03/03/2025,"5,968.33","5,986.09","5,810.91","5,849.72"
02/28/2025,"5,856.74","5,959.40","5,837.66","5,954.50"
02/27/2025,"5,981.88","5,993.69","5,858.78","5,861.57"
02/26/2025,"5,970.87","6,009.82","5,932.69","5,956.06"
02/25/2025,"5,982.73","5,992.65","5,908.49","5,955.25"
02/24/2025,"6,026.69","6,043.65","5,977.83","5,983.25"
02/21/2025,"6,114.10","6,114.82","6,008.56","6,013.13"
02/20/2025,"6,134.50","6,134.50","6,084.59","6,117.52"
02/19/2025,"6,117.76","6,147.43","6,111.15","6,144.15"
02/18/2025,"6,121.60","6,129.63","6,099.51","6,129.58"
02/14/2025,"6,115.52","6,127.47","6,107.62","6,114.63"
02/13/2025,"6,060.59","6,116.91","6,050.95","6,115.07"
02/12/2025,"6,025.08","6,063.00","6,003.00","6,051.97"
02/11/2025,"6,049.32","6,076.28","6,042.34","6,068.50"
02/10/2025,"6,046.40","6,073.38","6,044.84","6,066.44"
02/07/2025,"6,083.13","6,101.28","6,019.96","6,025.99"
02/06/2025,"6,072.22","6,084.03","6,046.83","6,083.57"
02/05/2025,"6,020.45","6,062.86","6,007.06","6,061.48"
02/04/2025,"5,998.14","6,042.48","5,990.87","6,037.88"
02/03/2025,"5,969.65","6,022.13","5,923.93","5,994.57"
01/31/2025,"6,096.79","6,120.91","6,030.93","6,040.53"
01/30/2025,"6,050.75","6,086.64","6,027.46","6,071.17"
01/29/2025,"6,057.70","6,062.83","6,012.96","6,039.31"
01/28/2025,"6,026.97","6,074.54","5,994.63","6,067.70"
01/27/2025,"5,969.04","6,017.17","5,962.92","6,012.28"
01/24/2025,"6,121.43","6,128.18","6,088.74","6,101.24"
01/23/2025,"6,076.32","6,118.73","6,074.67","6,118.71"
01/22/2025,"6,081.39","6,100.81","6,076.13","6,086.37"
01/21/2025,"6,014.12","6,051.51","6,006.88","6,049.24"
01/17/2025,"5,995.40","6,014.96","5,978.44","5,996.66"
01/16/2025,"5,963.61","5,964.69","5,930.72","5,937.34"
01/15/2025,"5,905.21","5,960.61","5,905.21","5,949.91"
01/14/2025,"5,859.27","5,871.92","5,805.42","5,842.91"
01/13/2025,"5,782.02","5,838.61","5,773.31","5,836.22"
01/10/2025,"5,890.35","5,890.35","5,807.78","5,827.04"
01/08/2025,"5,910.66","5,927.89","5,874.78","5,918.25"
01/07/2025,"5,993.26","6,000.68","5,890.68","5,909.03"
01/06/2025,"5,982.81","6,021.04","5,960.01","5,975.38"
01/03/2025,"5,891.07","5,949.34","5,888.66","5,942.47"
01/02/2025,"5,903.26","5,935.09","5,829.53","5,868.55"
12/31/2024,"5,919.74","5,929.74","5,868.86","5,881.63"
12/30/2024,"5,920.67","5,940.79","5,869.16","5,906.94"
12/27/2024,"6,006.17","6,006.17","5,932.95","5,970.84"
12/26/2024,"6,024.97","6,049.75","6,007.37","6,037.59"
12/24/2024,"5,984.63","6,040.10","5,981.44","6,040.04"
12/23/2024,"5,940.25","5,978.25","5,902.57","5,974.07"
12/20/2024,"5,842.00","5,982.06","5,832.30","5,930.85"
12/19/2024,"5,912.71","5,935.52","5,866.07","5,867.08"
12/18/2024,"6,047.65","6,070.67","5,867.79","5,872.16"
12/17/2024,"6,052.55","6,057.68","6,035.19","6,050.61"
12/16/2024,"6,063.79","6,085.19","6,059.14","6,074.08"
12/13/2024,"6,068.17","6,078.58","6,035.77","6,051.09"
12/12/2024,"6,074.29","6,079.68","6,051.25","6,051.25"
12/11/2024,"6,060.15","6,092.59","6,060.15","6,084.19"
12/10/2024,"6,057.59","6,065.40","6,029.89","6,034.91"
12/09/2024,"6,083.01","6,088.51","6,048.63","6,052.85"
12/06/2024,"6,081.38","6,099.97","6,079.98","6,090.27"
12/05/2024,"6,089.03","6,094.55","6,072.90","6,075.11"
12/04/2024,"6,069.39","6,089.84","6,061.06","6,086.49"
12/03/2024,"6,042.97","6,052.07","6,033.39","6,049.88"
12/02/2024,"6,040.11","6,053.58","6,035.33","6,047.15"
11/29/2024,"6,003.98","6,044.17","6,003.98","6,032.38"
11/27/2024,"6,014.11","6,020.16","5,984.87","5,998.74"
11/26/2024,"6,000.03","6,025.42","5,992.27","6,021.63"
11/25/2024,"5,992.28","6,020.75","5,963.91","5,987.37"
11/22/2024,"5,944.36","5,972.90","5,944.36","5,969.34"
11/21/2024,"5,940.58","5,963.32","5,887.26","5,948.71"
11/20/2024,"5,914.34","5,920.67","5,860.56","5,917.11"
11/19/2024,"5,870.05","5,923.51","5,855.29","5,916.98"
11/18/2024,"5,874.17","5,908.12","5,865.95","5,893.62"
11/15/2024,"5,912.79","5,915.32","5,853.01","5,870.62"
11/14/2024,"5,989.68","5,993.88","5,942.28","5,949.17"
11/13/2024,"5,985.75","6,008.19","5,965.91","5,985.38"
11/12/2024,"6,003.60","6,009.92","5,960.08","5,983.99"
11/11/2024,"6,008.86","6,017.31","5,986.69","6,001.35"
11/08/2024,"5,976.76","6,012.45","5,976.76","5,995.54"
11/07/2024,"5,947.21","5,983.84","5,947.21","5,973.10"
11/06/2024,"5,864.89","5,936.14","5,864.89","5,929.04"
11/05/2024,"5,722.43","5,783.44","5,722.10","5,782.76"
11/04/2024,"5,725.15","5,741.43","5,696.51","5,712.69"
11/01/2024,"5,723.22","5,772.52","5,723.22","5,728.80"
10/31/2024,"5,775.34","5,775.34","5,702.86","5,705.45"
10/30/2024,"5,832.65","5,850.94","5,811.28","5,813.67"
10/29/2024,"5,819.68","5,847.19","5,802.17","5,832.92"
10/28/2024,"5,833.93","5,842.92","5,823.08","5,823.52"
10/25/2024,"5,826.75","5,862.82","5,799.98","5,808.12"
10/24/2024,"5,817.80","5,817.80","5,784.92","5,809.86"
10/23/2024,"5,834.50","5,834.85","5,762.41","5,797.42"
10/22/2024,"5,832.70","5,863.04","5,821.17","5,851.20"
10/21/2024,"5,857.82","5,866.92","5,824.79","5,853.98"
10/18/2024,"5,859.43","5,872.17","5,846.11","5,864.67"
10/17/2024,"5,875.62","5,878.46","5,840.25","5,841.47"
10/16/2024,"5,816.58","5,846.52","5,808.34","5,842.47"
10/15/2024,"5,866.74","5,870.36","5,804.48","5,815.26"
10/14/2024,"5,829.81","5,871.41","5,829.57","5,859.85"
10/11/2024,"5,775.09","5,822.13","5,775.09","5,815.03"
10/10/2024,"5,778.36","5,795.03","5,764.76","5,780.05"
10/09/2024,"5,751.80","5,796.80","5,745.02","5,792.04"
10/08/2024,"5,719.14","5,757.60","5,714.56","5,751.13"
10/07/2024,"5,737.80","5,739.34","5,686.85","5,695.94"
10/04/2024,"5,737.48","5,753.21","5,702.83","5,751.07"
10/03/2024,"5,698.19","5,718.78","5,677.37","5,699.94"
10/02/2024,"5,698.14","5,719.63","5,674.00","5,709.54"
10/01/2024,"5,757.73","5,757.73","5,681.28","5,708.75"
09/30/2024,"5,726.52","5,765.14","5,703.53","5,762.48"
09/27/2024,"5,755.36","5,763.78","5,727.34","5,738.17"
09/26/2024,"5,762.22","5,767.37","5,721.01","5,745.37"
09/25/2024,"5,733.65","5,741.03","5,712.06","5,722.26"
09/24/2024,"5,727.66","5,735.32","5,698.99","5,732.93"
09/23/2024,"5,711.90","5,725.36","5,704.22","5,718.57"
09/20/2024,"5,709.64","5,715.14","5,674.49","5,702.55"
09/19/2024,"5,702.63","5,733.57","5,686.42","5,713.64"
09/18/2024,"5,641.68","5,689.75","5,615.08","5,618.26"
09/17/2024,"5,655.51","5,670.81","5,614.05","5,634.58"
09/16/2024,"5,615.21","5,636.05","5,604.53","5,633.09"
09/13/2024,"5,603.34","5,636.27","5,601.65","5,626.02"
09/12/2024,"5,557.48","5,600.71","5,535.50","5,595.76"
09/11/2024,"5,496.42","5,560.41","5,406.96","5,554.13"
09/10/2024,"5,490.51","5,497.91","5,441.72","5,495.52"
09/09/2024,"5,442.07","5,484.20","5,434.49","5,471.05"
09/06/2024,"5,507.33","5,522.47","5,402.62","5,408.42"
09/05/2024,"5,520.08","5,546.30","5,480.54","5,503.41"
09/04/2024,"5,506.68","5,552.99","5,503.66","5,520.07"
09/03/2024,"5,623.89","5,623.89","5,504.33","5,528.93"
08/30/2024,"5,612.74","5,651.37","5,581.79","5,648.40"
08/29/2024,"5,607.30","5,646.95","5,583.71","5,591.96"
08/28/2024,"5,624.51","5,627.03","5,560.95","5,592.18"
08/27/2024,"5,602.89","5,631.18","5,593.48","5,625.80"
08/26/2024,"5,639.66","5,651.62","5,602.34","5,616.84"
08/23/2024,"5,602.49","5,641.82","5,585.16","5,634.61"
08/22/2024,"5,637.77","5,643.22","5,560.95","5,570.64"
08/21/2024,"5,603.09","5,632.68","5,591.57","5,620.85"
08/20/2024,"5,602.88","5,620.51","5,585.50","5,597.12"
08/19/2024,"5,557.23","5,608.30","5,550.74","5,608.25"
08/16/2024,"5,530.50","5,561.98","5,525.17","5,554.25"
08/15/2024,"5,501.13","5,546.23","5,501.13","5,543.22"
08/14/2024,"5,442.36","5,463.22","5,415.91","5,455.21"
08/13/2024,"5,376.98","5,436.50","5,376.98","5,434.43"
08/12/2024,"5,351.88","5,371.20","5,324.37","5,344.39"
08/09/2024,"5,314.66","5,358.67","5,300.84","5,344.16"
08/08/2024,"5,252.57","5,328.03","5,233.85","5,319.31"
08/07/2024,"5,293.13","5,330.64","5,195.54","5,199.50"
08/06/2024,"5,206.42","5,312.34","5,193.56","5,240.03"
08/05/2024,"5,151.14","5,250.89","5,119.26","5,186.33"
08/02/2024,"5,376.63","5,383.89","5,302.03","5,346.56"
08/01/2024,"5,537.84","5,566.16","5,410.42","5,446.68"
07/31/2024,"5,505.59","5,551.51","5,493.75","5,522.30"
07/30/2024,"5,478.73","5,489.46","5,401.70","5,436.44"
07/29/2024,"5,476.55","5,487.74","5,444.44","5,463.54"
07/26/2024,"5,433.67","5,488.32","5,430.70","5,459.10"
07/25/2024,"5,428.70","5,491.59","5,390.95","5,399.22"
07/24/2024,"5,505.84","5,508.04","5,419.98","5,427.13"
07/23/2024,"5,565.30","5,585.34","5,550.90","5,555.74"
07/22/2024,"5,544.54","5,570.36","5,529.04","5,564.41"
07/19/2024,"5,543.37","5,557.50","5,497.04","5,505.00"
07/18/2024,"5,608.56","5,614.05","5,522.81","5,544.59"
07/17/2024,"5,610.07","5,622.49","5,584.81","5,588.27"
07/16/2024,"5,644.09","5,669.67","5,639.02","5,667.20"
07/15/2024,"5,638.16","5,666.94","5,614.75","5,631.22"
07/12/2024,"5,590.76","5,655.56","5,590.44","5,615.35"
07/11/2024,"5,635.21","5,642.45","5,576.53","5,584.54"
07/10/2024,"5,591.26","5,635.39","5,586.44","5,633.91"
07/09/2024,"5,584.24","5,590.75","5,574.57","5,576.98"
07/08/2024,"5,572.75","5,583.11","5,562.51","5,572.85"
07/05/2024,"5,537.91","5,570.33","5,531.63","5,567.19"
07/03/2024,"5,507.44","5,539.27","5,507.42","5,537.02"
07/02/2024,"5,461.84","5,509.69","5,458.43","5,509.01"
07/01/2024,"5,471.08","5,479.55","5,446.53","5,475.09"
06/28/2024,"5,488.48","5,523.64","5,451.12","5,460.48"
06/27/2024,"5,473.59","5,490.81","5,467.54","5,482.87"
06/26/2024,"5,460.71","5,483.14","5,451.87","5,477.90"
06/25/2024,"5,460.73","5,472.88","5,446.56","5,469.30"
06/24/2024,"5,459.58","5,490.66","5,447.59","5,447.87"
06/21/2024,"5,466.77","5,478.31","5,452.03","5,464.62"
06/20/2024,"5,499.99","5,505.53","5,455.56","5,473.17"
06/18/2024,"5,476.15","5,490.38","5,471.32","5,487.03"
06/17/2024,"5,431.11","5,488.50","5,420.40","5,473.23"
06/14/2024,"5,424.08","5,432.39","5,403.75","5,431.60"
06/13/2024,"5,441.93","5,441.93","5,402.51","5,433.74"
06/12/2024,"5,409.13","5,447.25","5,409.13","5,421.03"
06/11/2024,"5,353.00","5,375.95","5,327.25","5,375.32"
06/10/2024,"5,341.22","5,365.79","5,331.52","5,360.79"
06/07/2024,"5,343.81","5,375.08","5,331.33","5,346.99"
06/06/2024,"5,357.80","5,362.35","5,335.36","5,352.96"
06/05/2024,"5,314.48","5,354.16","5,297.64","5,354.03"
06/04/2024,"5,278.24","5,298.80","5,257.63","5,291.34"
06/03/2024,"5,297.15","5,302.11","5,234.32","5,283.40"
05/31/2024,"5,243.21","5,280.33","5,191.68","5,277.51"
05/30/2024,"5,259.77","5,260.21","5,222.10","5,235.48"
05/29/2024,"5,278.73","5,282.27","5,262.70","5,266.95"
05/28/2024,"5,315.91","5,315.91","5,280.89","5,306.04"
05/24/2024,"5,281.45","5,311.65","5,278.39","5,304.72"
05/23/2024,"5,340.26","5,341.88","5,256.93","5,267.84"
05/22/2024,"5,319.28","5,323.18","5,286.01","5,307.01"
05/21/2024,"5,298.69","5,324.32","5,297.87","5,321.41"
05/20/2024,"5,305.35","5,325.32","5,302.40","5,308.13"
05/17/2024,"5,303.10","5,305.45","5,283.59","5,303.27"
05/16/2024,"5,310.07","5,325.49","5,296.19","5,297.10"
05/15/2024,"5,263.26","5,311.76","5,263.26","5,308.15"
05/14/2024,"5,221.10","5,250.37","5,217.98","5,246.68"
05/13/2024,"5,233.08","5,237.26","5,211.16","5,221.42"
05/10/2024,"5,225.49","5,239.66","5,209.68","5,222.68"
05/09/2024,"5,189.03","5,215.30","5,180.41","5,214.08"
05/08/2024,"5,168.98","5,191.95","5,165.86","5,187.67"
05/07/2024,"5,187.20","5,200.23","5,178.96","5,187.70"
05/06/2024,"5,142.42","5,181.00","5,142.42","5,180.74"
05/03/2024,"5,122.78","5,139.12","5,101.22","5,127.79"
05/02/2024,"5,049.32","5,073.21","5,011.05","5,064.20"
05/01/2024,"5,029.03","5,096.12","5,013.45","5,018.39"
04/30/2024,"5,103.78","5,110.83","5,035.31","5,035.69"
04/29/2024,"5,114.13","5,123.49","5,088.65","5,116.17"
04/26/2024,"5,084.65","5,114.62","5,073.14","5,099.96"
04/25/2024,"5,019.88","5,057.75","4,990.58","5,048.42"
04/24/2024,"5,084.86","5,089.48","5,047.02","5,071.63"
04/23/2024,"5,028.85","5,076.12","5,027.96","5,070.55"
04/22/2024,"4,987.33","5,038.84","4,969.40","5,010.60"
04/19/2024,"5,005.44","5,019.02","4,953.56","4,967.23"
04/18/2024,"5,031.52","5,056.66","5,001.89","5,011.12"
04/17/2024,"5,068.97","5,077.96","5,007.25","5,022.21"
04/16/2024,"5,064.59","5,079.84","5,039.83","5,051.41"
